"coverType","tsd","t1","Ac","iqs","IDR100","G","seedlings"
"EN",90,4.63982595771585,85.3601740422841,11.0200004577637,0.446020455542021,11.2038498231264,0.445641263035564
"EN",90,4.57421317163769,85.4257868283623,11.1099996566772,0.975729137775488,50.1457147536531,1.85127978696263
"EN",90,4.22849451031524,85.7715054896848,11.6199998855591,0.498627305496484,13.9887531469679,0.548401876279009
"EN",90,4.5886670424495,85.4113329575505,11.0900001525879,0.395228416100144,9.8072594570393,0.392811526341575
"EN",90,NA,NA,0,0.146938937460072,NA,NA
"EN",164,4.57421317163769,150,11.1099996566772,0.351866393047385,16.4130275625352,0.781584644773002
"EN",90,5.49036992319862,84.5096300768014,10.0100002288818,0.62998104293365,16.1115527027096,0.626217984848194
"EN",90,4.19682267718782,85.8031773228122,11.6700000762939,0.377695025037974,10.0339112346774,0.400023617720581
"EN",90,4.1779983325252,85.8220016674748,11.6999998092651,0.362840489647351,9.65884657940814,0.385847264188921
"EN",90,4.51004576761671,85.4899542323833,11.1999998092651,0.204872575146146,5.83505655650024,0.239967453452639
"EN",90,4.57421317163769,85.4257868283623,11.1099996566772,0.169021146604791,5.21206609333582,0.21548117909445
"EN",90,4.24767800303151,85.7523219969685,11.5900001525879,0.396215762500651,10.470184819607,0.416406032682068
"EN",90,4.55983001790703,85.440169982093,11.1300001144409,0.0298537641530856,3.53692314555391,0.149100830374412
"EN",90,4.58143080711188,85.4185691928881,11.1000003814697,0.218731536576524,5.98407658499011,0.24568534029581
"EN",21,4.63246332762877,16.3675366723712,11.0299997329712,0.336117617832497,0,0
"EN",90,4.59592125078748,85.4040787492125,11.0799999237061,0.291677222610451,7.3235359177655,0.297632705400261
"EN",90,4.1779983325252,85.8220016674748,11.6999998092651,0.310588406445459,8.34706726816599,0.33588734275788
"EN",90,4.51710557201067,85.4828944279893,11.1899995803833,0.532517109485343,14.6059004053123,0.573711950857029
"EN",90,4.53838880725272,85.4616111927473,11.1599998474121,0.328632898489013,8.21232799141731,0.331957152789507
"EN",90,4.52418207855451,85.4758179214455,11.1800003051758,0.368704181327485,9.21368351503242,0.370327541436969
"EN",19,4.53838880725272,14.4616111927473,11.1599998474121,1,89.2591517324997,0.838573443679786
"EN",20,2.707279198326,17.292720801674,14.9899997711182,0.336846344964579,0,0
"EN",90,4.6104831343065,85.3895168656935,11.0600004196167,0.308185094525106,7.64982996150212,0.310190718586098
"EN",24,5.96177765574006,18.0382223442599,9.55000019073486,0.13925822393503,0,0
"EN",160,5.84341535579567,150,9.65999984741211,0.595616294397041,19.9015546905469,0.94014654844654
"PG",90,2.73113412300029,87.2688658769997,15.0299997329712,0.0838125965325162,7.51601094298947,0.482944035088967
"EN",90,2.70096583106256,87.2990341689374,15.0100002288818,0.152697334764525,6.72985805376827,0.274498240304456
"PG",90,4.2096854406756,85.7903145593244,11.1199998855591,0.345836542453617,10.9785186891113,0.669188400826678
"PG",90,4.1772807678496,85.8227192321504,11.1800003051758,0.469545744964853,14.4239090372285,0.84621993543692
"EN",19,2.69781781721035,16.3021821827897,15.0200004577637,0.636400571279228,0.092092601945529,0.00120818411753398
"EN",20,2.70096583106256,17.2990341689374,15.0100002288818,0.281457266793586,0,0
"EN",20,4.5886670424495,15.4113329575505,11.0900001525879,0.422305631753989,0,0
"EN",148,2.70096583106256,145.299034168937,15.0100002288818,0.443494252837263,22.8601735031503,1.05863086860258
"EN",155,4.54551847282195,150,11.1499996185303,0.305495831370354,15.3062851385321,0.731430496774058
"EN",105,5.75963521292732,99.2403647870727,9.73999977111816,0.912501973565668,34.3264498716108,1.38785697284405
"EN",90,4.5886670424495,85.4113329575505,11.0900001525879,0.408617558586411,10.1828477336534,0.407089338359136
"PG",90,2.73113412300029,87.2688658769997,15.0299997329712,0.286909833736718,11.5908704969068,0.700950653920258
"PG",90,2.73374543677888,87.2662545632211,15.0200004577637,0.2672667988576,11.112981870295,0.676024907468687
"PG",90,2.74686677927536,87.2531332207246,14.9700002670288,0.109423042437993,7.92749602175009,0.505602330369419
"PG",90,4.13472825596527,85.8652717440347,11.2600002288818,0.422595526091754,13.1058244864966,0.77925488075476
"EN",90,4.15930630384567,85.8406936961543,11.7299995422363,0.836320085264742,36.3650729051407,1.35967100168789
"EN",19,2.70096583106256,16.2990341689374,15.0100002288818,0.0753000932512805,0,0
"EN",20,2.69467586337103,17.305324136629,15.0299997329712,0.360256780707277,0,0
"EN",20,2.70411961994944,17.2958803800506,15,0.29980622981675,0,0
"PG",20,4.19343026430106,15.8065697356989,11.1499996185303,0.327230580779724,0,0
"EN",422,5.74929524624555,150,9.75,0.595553797250614,20.1951684797648,0.953318472389299
"EN",90,4.55266506884707,85.4473349311529,11.1400003433228,0.470895179058425,12.2081640794072,0.483750455549671
"EN",90,5.80128767813705,84.1987123218629,9.69999980926514,0.293141622771509,5.83819394738082,0.239688835029705
"EN",104,5.81177500928713,98.1882249907129,9.6899995803833,0.563161228667013,14.5059905633814,0.609647918128735
"PG",22,2.74423417520364,19.2557658247964,14.9799995422363,0.482528759073466,0.27499713036523,0.0162308323684735
"EN",22,2.707279198326,19.292720801674,14.9899997711182,0.477302602538839,0,0
"EN",24,2.707279198326,21.292720801674,14.9899997711182,0.666187877184712,3.55108775070763,0.0505581372883092
"EN",90,2.71044458069313,87.2895554193069,14.9799995422363,0.373087634751573,12.3177025158634,0.487431414200982
"EN",156,4.15310461519484,150,11.7399997711182,0.337394246179611,17.0551110800845,0.809274398120556
"EN",20,5.72870260358266,14.2712973964173,9.77000045776367,0.394722024002112,0,0
"PG",20,4.18803534743523,15.8119646525648,11.1599998474121,0.626448471215554,0.071026080059827,0.00461306662126094
"EN",238,5.72870260358266,150,9.77000045776367,0.26025557636749,11.8552951245072,0.574737656784583
"EN",90,4.19682267718782,85.8031773228122,11.6700000762939,0.376582271629013,10.0027631313292,0.398843828753614
"EN",90,4.55266506884707,85.4473349311529,11.1400003433228,0.30110446382314,7.58158297319553,0.307663123560419
"EN",90,4.58143080711188,85.4185691928881,11.1000003814697,0.304643626511097,7.61581736303791,0.308931826528259
"EN",22,2.71361547889748,19.2863845211025,14.9700002670288,0.3507093394408,0,0
"EN",22,2.71361547889748,19.2863845211025,14.9700002670288,0.4251484118402,0,0
"EN",22,2.82500273647365,19.1749972635263,14.6300001144409,0.544346336950548,0.189646690767263,0.00282321640504423
"EN",185,2.7651568097405,150,14.8100004196167,0.407749569742009,21.981003797098,1.02815646786602
"EN",28,4.51004576761671,23.4899542323833,11.1999998092651,0.20744175997097,0.0200913297169712,0.000438941107398296
"EN",352,5.70822657945653,150,9.78999996185303,0.313529757410288,12.9504504052523,0.625062624583566
"EN",203,5.73898441373549,150,9.76000022888184,0.574215256376192,19.5495969615708,0.924344411116453
"EN",74,5.71845068091092,68.2815493190891,9.77999973297119,0.291066463454627,3.84042642386831,0.144040503244364
"EN",90,4.21578061822691,85.7842193817731,11.6400003433228,0.275360958301462,7.51234913686211,0.303828128565732
"EN",90,5.43321778882993,84.5667822111701,10.0699996948242,0.542569628800265,12.7058039931785,0.499910527635783
"EN",21,2.707279198326,18.292720801674,14.9899997711182,0.294227508618496,0,0
"EN",22,5.83283822993302,16.167161770067,9.67000007629395,0.00183755580801517,0,0
"PG",22,2.85861955975257,19.1413804402474,14.5600004196167,0.238801875826903,0,0
"EN",70,2.76842919403717,67.2315708059628,14.8000001907349,0.731572240544483,29.7193436787628,0.970800449917535
"EN",43,2.76842919403717,40.2315708059628,14.8000001907349,0.437263396359049,3.55140588667281,0.0889902168252208
"EN",21,2.77170766678588,18.2282923332141,14.789999961853,0.321029484830797,0,0
"PG",21,2.74423417520364,18.2557658247964,14.9799995422363,0.386633786931634,0,0
"EN",6,2.72635845327718,3.27364154672282,14.9300003051758,0.231800219556317,0,0
"EN",6,2.72635845327718,3.27364154672282,14.9300003051758,0.248081028554589,0,0
"EN",202,2.70096583106256,150,15.0100002288818,0.178321174322628,15.2587266255392,0.726869497407077
"EN",123,2.70096583106256,120.299034168937,15.0100002288818,0.75850913671311,37.5830111893651,1.60744562041654
"EN",6,4.19053291543647,1.80946708456353,11.6800003051758,0.68299839021638,0,0
"EN",22,2.77828262540324,19.2217173745968,14.7700004577637,0.565804064460099,0.368749111820313,0.00532267708789847
"EN",22,2.77828262540324,19.2217173745968,14.7700004577637,0.795885615726002,13.627753421846,0.164224799121127
"EN",203,2.74565011879623,150,14.8699998855591,0.432614230061881,22.8854414887156,1.06830533411824
"EN",131,2.69781781721035,128.30218218279,15.0200004577637,0.281394984363578,15.5412404705903,0.708964687324095
"PG",37,4.19883646471207,32.8011635352879,11.1400003433228,0.256336391996592,0.757551654687798,0.0542851674191527
"EN",120,5.72870260358266,114.271297396417,9.77000045776367,0.356641106377356,10.6923744034425,0.482813399018612
"EN",184,4.51004576761671,150,11.1999998092651,0.711550605832599,29.4456414300551,1.36181063957775
"EN",21,4.53838880725272,16.4616111927473,11.1599998474121,0.567744212877005,0,0
"EN",22,4.56701269887432,17.4329873011257,11.1199998855591,0.366639600344934,0,0
"EN",22,5.79083004847808,16.2091699515219,9.71000003814697,0.382275337446481,0,0
"PG",22,2.74686677927536,19.2531332207246,14.9700002670288,0.266290677455254,0,0
"EN",329,2.71044458069313,150,14.9799995422363,0.10388648933731,13.5445800038563,0.649069694837025
"EN",217,2.69781781721035,150,15.0200004577637,0.771853392291814,39.4028100720648,1.79004892951294
"EN",149,2.69781781721035,146.30218218279,15.0200004577637,0.259601017530076,16.9862968564281,0.799788997137268
"EN",54,2.8148880007362,51.1851119992638,14.6599998474121,0.273155045416206,2.93355613329867,0.0893546791931588
"EN",144,2.69781781721035,141.30218218279,15.0200004577637,0.342766578961164,18.932385085657,0.878657551228626
"EN",297,2.81152895511136,150,14.6700000762939,0.408643479202874,21.9763379020821,1.02794913289348
"EN",198,4.51004576761671,150,11.1999998092651,0.14219303317368,11.8527528706034,0.573687018446664
"EN",22,5.79083004847808,16.2091699515219,9.71000003814697,0.447467434452847,0,0
"EN",22,4.55983001790703,17.440169982093,11.1300001144409,0.268574058427475,0,0
"EN",47,2.74241992389085,44.2575800761092,14.8800001144409,0.497856695600785,6.37866909323679,0.167430231903671
"EN",57,2.81152895511136,54.1884710448886,14.6700000762939,0.337506336788647,4.57490729610801,0.142014149065706
"EN",139,2.69781781721035,136.30218218279,15.0200004577637,0.249722504382953,15.600790548564,0.724021815886526
"EN",354,5.70822657945653,150,9.78999996185303,0.538659254065715,18.5588681773575,0.87978552930203
"EN",73,2.8385782435919,70.1614217564081,14.5900001525879,0.756721580820158,32.7578854649534,1.09325188556954
"EN",22,4.57421317163769,17.4257868283623,11.1099996566772,0.181260143453255,0,0
"EN",22,2.707279198326,19.292720801674,14.9899997711182,0.36627368198242,0,0
"EN",22,4.19682267718782,17.8031773228122,11.6700000762939,0.376481755450368,0,0
"EN",53,2.69781781721035,50.3021821827897,15.0200004577637,0.892619811440818,54.5263845825482,1.41682293110079
"EN",100,2.69781781721035,97.3021821827897,15.0200004577637,0.43096341995988,16.2113452152021,0.666132041715656
"EN",94,2.81152895511136,91.1884710448886,14.6700000762939,0.265943841938861,9.75094787112263,0.39885337983426
"EN",98,4.52418207855451,93.4758179214455,11.1800003051758,0.299992108810693,8.76896696526692,0.368412712377828
"EN",88,2.77170766678588,85.2282923332141,14.789999961853,0.425895745866001,13.7902388321565,0.536081530651349
"EN",36,2.77170766678588,33.2282923332141,14.789999961853,0.522216245206073,3.6074548705576,0.0770057020258695
"EN",84,2.69781781721035,81.3021821827897,15.0200004577637,0.330264280573465,9.88082207842347,0.380992028218744
"EN",287,5.72870260358266,150,9.77000045776367,0.309555107168853,12.8272069165265,0.619410263403207
"EN",18,2.76842919403717,15.2315708059628,14.8000001907349,0.840826889686286,20.1837385413985,0.188624071520922
"EN",20,2.74565011879623,17.2543498812038,14.8699998855591,0.529697650717571,0,0
"EN",19,2.8148880007362,16.1851119992638,14.6599998474121,0.41882390298415,0,0
"EN",19,2.70411961994944,16.2958803800506,15,0.577449337183498,0,0
"EN",184,4.51004576761671,150,11.1999998092651,0.309695393056609,15.4912251107615,0.739823685805734
"EN",111,2.77499224344273,108.225007756557,14.7799997329712,0.2587242329726,12.1883943940811,0.530980626720396
"EN",53,4.52418207855451,48.4758179214455,11.1800003051758,0.155144983413629,0.967282045999122,0.0308260620684623
"EN",125,2.70096583106256,122.299034168937,15.0100002288818,0.588807546696626,27.0072933642698,1.18070602071363
"EN",97,2.69781781721035,94.3021821827897,15.0200004577637,0.111672787321731,6.97468646840329,0.294728778611786
"EN",18,2.76842919403717,15.2315708059628,14.8000001907349,0.597754409047775,0,0
"EN",28,2.8148880007362,25.1851119992638,14.6599998474121,0.890019728033803,46.7005974607622,0.684823970605865
"EN",20,2.70411961994944,17.2958803800506,15,0.549391993298195,0,0
"EN",296,4.56701269887432,150,11.1199998855591,0.771060796431266,32.109136632393,1.47857701763251
"EN",144,2.71044458069313,141.289555419307,14.9799995422363,0.467088121850975,23.370171632452,1.07323089247659
"EN",486,2.69467586337103,150,15.0299997329712,0.3927713887766,21.4993552883349,1.00674210280809
"EN",94,2.69781781721035,91.3021821827897,15.0200004577637,0.23365831412375,9.0430762432611,0.371516625153664
"EN",215,5.69803116817156,150,9.80000019073486,0.285370651166886,12.4003287961926,0.599811022588279
"EN",18,2.70096583106256,15.2990341689374,15.0100002288818,0.488392465491779,0,0
"EN",18,2.70411961994944,15.2958803800506,15,0.319263050169684,0,0
"EN",96,2.74565011879623,93.2543498812038,14.8699998855591,0.135997530026361,7.25228005827099,0.304279357849628
"EN",105,2.70411961994944,102.295880380051,15,0.354955743253231,14.2352384703274,0.601578306757255
"EN",210,2.71044458069313,150,14.9799995422363,0.454644652223215,23.7264834105743,1.10556879611466
"EN",623,4.15310461519484,150,11.7399997711182,0.798128794529475,35.6171413479937,1.62895873768375
"EN",111,4.49597806024599,106.504021939754,11.2200002670288,0.244516234775074,9.34245440559355,0.41137693909906
"EN",38,5.70822657945653,32.2917734205435,9.78999996185303,0.220042531751096,0.161338740692328,0.00423463934967952
"EN",164,4.51710557201067,150,11.1899995803833,0.635458256537095,26.046338145958,1.21200969944564
"PG",16,4.1772807678496,11.8227192321504,11.1800003051758,0.269889209815301,0,0
"EN",204,5.69803116817156,150,9.80000019073486,0.615374697116204,21.0133459226258,0.989973002709464
"PG",18,4.19883646471207,13.8011635352879,11.1400003433228,0.685888650780544,0.0819331052833538,0.00476225746615068
"EN",85,2.707279198326,82.292720801674,14.9899997711182,0.470455162017606,15.128401040037,0.574749987738412
"EN",171,5.73898441373549,150,9.76000022888184,0.38005037936382,14.3338982972931,0.688333655521427
"EN",19,2.70411961994944,16.2958803800506,15,0.418027622136287,0,0
"EN",372,4.53838880725272,150,11.1599998474121,0.378302255389281,17.213504687772,0.817753839126088
"PG",19,3.92773664007941,15.0722633599206,11.6700000762939,0.67381811698433,0.508803801026191,0.0242978422142997
"EN",152,5.69803116817156,146.301968831828,9.80000019073486,0.325260837492533,12.9360705694953,0.620610770760019
"EN",236,4.16552196101905,150,11.7200002670288,0.27509363766294,15.4116320390581,0.735004802267046
"EN",28,5.70822657945653,22.2917734205435,9.78999996185303,0.247478167107329,0.00722050640848106,0.000164838431893084
"EN",117,5.70822657945653,111.291773420543,9.78999996185303,0.336232627555728,9.96410481028635,0.447461897594319
"EN",118,4.48197983596287,113.518020164037,11.2399997711182,0.324280698830262,12.0967800764455,0.538372033542476
"EN",16,2.81152895511136,13.1884710448886,14.6700000762939,0.50782632518094,0,0
"PG",16,5.09196565860858,10.9080343413914,9.73999977111816,0.327681675623171,0,0
"EN",17,2.74888629534023,14.2511137046598,14.8599996566772,0.977031268971041,131.493485480052,1.04404535922355
"PG",16,2.83066019960094,13.1693398003991,14.6599998474121,0.317765055783093,0,0
"PG",16,2.73636123847252,13.2636387615275,15.0100002288818,0.297772977198474,0,0
"EN",157,2.69781781721035,150,15.0200004577637,0.251488735340536,17.1526927749549,0.812324889573223
"EN",179,5.71845068091092,150,9.77999973297119,0.660278796567582,22.5047338202624,1.05660603846802
"EN",284,5.71845068091092,150,9.77999973297119,0.363131016399711,13.996454052665,0.672930206609192
"PG",18,2.73898128894261,15.2610187110574,15,0.361436500004493,0,0
"EN",21,4.56701269887432,16.4329873011257,11.1199998855591,0.164482603804208,0,0
"PG",18,4.2096854406756,13.7903145593244,11.1199998855591,0.137569796317257,0,0
"EN",19,2.77499224344273,16.2250077565573,14.7799997329712,0.153604843025096,0,0
"EN",19,2.82162471460196,16.178375285398,14.6400003433228,0.0117161431349814,0,0
